pdb id,rna frac,structure type,lig type,lig mass,site frac,elements,grid size
6TF1,1,1,1,1,1,1,1
4LF7,1,1,1,1,1,1,0
4HOT,0,1,0,1,0,1,0
300D,1,1,0,0,0,1,1
3R1E,1,1,0,0,0,0,1
4YAZ,1,1,1,1,1,1,0
5M5X,0,0,0,1,0,1,0
1L3Z,1,1,0,0,0,1,1
5W7N,0,1,0,0,0,0,1
1QTQ,0,1,1,1,0,1,1
6DPA,0,1,0,1,0,1,1
4Y1J,1,1,0,1,0,1,1
3HOX,0,0,0,1,0,0,0
5GMF,0,1,0,1,0,1,0
6D95,0,1,0,1,0,1,0
7JJF,1,1,0,0,0,1,1
6CB3,1,1,0,1,0,1,0
6USR,0,0,0,1,0,1,0
1I97,1,1,1,1,1,1,0
4XW0,1,1,0,0,0,1,1
3LOA,1,1,0,0,0,0,1
434D,1,1,0,0,0,1,1
3SSF,1,0,0,1,0,1,1
1F7I,1,1,0,0,0,1,1
3B4A,1,1,1,1,1,1,0
6E9F,0,1,0,0,0,1,0
3RER,0,1,0,1,0,1,1
2FD0,1,1,1,0,0,0,1
3SQW,0,1,0,1,0,1,0
6HLR,0,0,0,1,0,1,0
1F7U,0,1,1,1,1,1,1
1F27,1,1,1,1,1,1,1
5XON,0,0,0,1,0,1,0
3HJW,0,1,0,0,0,1,0
1VQ9,1,1,1,1,1,1,0
1VQO,1,1,0,0,0,1,0
5GIP,0,1,1,1,0,1,0
379D,1,1,0,0,0,1,1
4KR2,0,1,0,1,0,1,0
5XPA,0,1,0,1,0,1,1
5OB3,1,1,1,1,1,1,1
6T0S,0,0,0,0,0,1,0
5DEA,1,1,0,0,0,1,1
1R9T,0,0,0,1,0,1,0
4R3I,0,1,0,0,0,1,0
1MFQ,1,1,0,0,0,1,0
2ZUE,0,1,0,1,0,1,1
7A9S,1,1,0,0,0,1,1
4K4Z,0,0,0,0,0,1,0
6D9K,0,1,0,1,0,1,0
468D,1,1,0,0,0,1,1
6UFK,1,1,0,0,0,1,0
4ARI,0,1,0,0,0,0,1
6X4Y,0,0,0,1,0,1,0
6N5Q,1,1,1,1,1,1,0
3GX7,1,1,1,1,1,1,0
2G8V,0,1,0,1,0,1,1
2AWE,1,1,0,0,0,0,1
2MKN,1,1,0,0,0,1,1
6KON,0,0,0,1,0,1,0
6PMI,0,0,0,1,0,1,0
3DVZ,1,1,0,0,0,1,1
5WLH,0,1,0,0,0,1,0
5VOE,0,1,0,0,0,1,1
1T0K,0,1,0,0,0,1,0
301D,1,1,0,0,0,1,1
5WNS,1,1,1,1,1,1,0
3BNS,1,1,0,0,0,0,1
5LMR,1,1,0,0,0,1,0
6GZK,1,1,1,1,1,1,1
4O26,0,1,0,0,0,1,0
4GV3,0,1,0,0,0,1,1
6IBQ,1,1,0,1,0,1,1
4QVI,0,1,0,0,0,1,1
1FEU,0,1,0,0,0,1,1
6RID,0,0,0,1,0,1,0
6VPC,0,1,0,1,0,1,0
4WTC,0,0,0,1,0,1,0
6OY6,0,0,0,1,0,1,0
5O58,0,1,0,0,0,1,1
3OL9,0,0,0,0,0,1,0
6N6F,0,1,0,0,0,1,1
5C7W,1,1,1,0,0,1,1
6IZP,1,1,1,1,1,1,1
2JLW,0,0,0,0,0,1,1
7D7V,1,1,1,1,1,1,1
6FPQ,0,1,0,0,0,1,0
3SKR,1,1,1,1,1,1,1
4JI8,1,1,1,1,1,1,0
5MSG,0,0,0,0,0,1,0
3MDG,0,1,0,0,0,1,1
3MJA,1,1,0,0,0,1,1
1SM1,1,1,1,1,1,1,0
466D,1,1,0,0,0,1,1
6DVC,0,0,0,1,0,1,0
3RZD,0,0,0,1,0,1,0
1VQK,1,1,0,0,0,1,0
4WTK,0,0,0,1,0,1,0
5JVH,1,1,1,0,0,1,0
3DIG,1,1,1,0,0,1,1
3TZR,1,1,1,1,1,1,1
3AOH,0,0,0,1,0,1,0
4FB0,1,1,0,1,0,1,0
7ADB,0,0,0,1,0,1,0
2QUX,0,1,0,0,0,1,0
3VNV,0,0,0,1,0,1,0
6U8F,1,1,1,1,1,1,1
1K73,1,1,1,1,1,1,0
6GTG,0,1,0,1,0,1,0
2F4S,1,1,1,1,1,1,1
5W7O,0,1,0,1,0,0,1
5IYD,0,0,0,1,0,1,0
4O8J,0,1,1,1,0,1,0
6YBS,0,1,0,0,0,1,0
5O1Y,0,0,0,0,0,1,1
5DDQ,1,1,0,0,0,1,0
4JVH,0,1,0,0,0,0,1
5C0Y,0,1,0,0,0,1,1
3LQX,1,1,0,0,0,0,1
5CKK,1,1,0,1,0,1,1
4FAR,1,1,0,1,0,1,0
3AF6,0,1,0,0,0,1,0
6C4H,1,1,0,0,0,1,0
3B91,1,1,0,0,0,1,0
4AQ7,0,1,0,0,0,1,0
5ZW4,0,1,1,1,0,1,1
6FBS,0,1,0,0,0,1,0
6STY,0,1,0,0,0,1,0
6J4Z,0,0,0,1,0,1,0
3HAY,0,1,0,0,0,1,0
1UVM,0,0,0,0,0,1,0
1FJG,1,1,1,1,1,1,0
4P3E,1,1,0,0,0,1,0
6X5N,0,1,0,0,0,1,0
2FQN,1,1,0,0,0,1,0
4B3R,1,1,1,0,0,1,0
2GXB,0,1,0,1,0,1,1
1NBS,1,1,0,0,0,1,0
6T2C,0,0,0,0,0,1,0
5EMF,1,1,0,0,0,1,1
6ZOL,0,1,0,0,0,1,0
3IEM,0,1,1,0,0,1,0
6DPE,0,1,0,1,0,1,1
4B3S,1,1,1,0,0,1,0
6WRU,1,1,1,1,1,1,0
7JJU,1,1,1,0,0,1,0
6JQ5,1,1,0,0,0,1,0
5FK2,1,1,1,1,1,1,1
5NO2,1,1,0,1,0,1,0
3OLA,0,0,0,1,0,1,0
1K8W,0,1,0,0,0,1,0
5XH7,0,1,0,1,0,1,0
6Z9P,0,0,0,1,0,1,0
5KLA,0,1,0,0,0,1,1
5GXH,0,1,0,0,0,1,0
3P49,1,1,0,0,0,1,0
5F8L,0,0,0,0,0,1,1
6C8E,1,0,0,0,0,1,0
2D2K,1,1,0,0,0,1,0
3CCJ,1,1,0,0,0,1,0
6IFZ,0,1,0,0,0,1,0
4WTJ,0,0,0,1,0,1,0
3ID5,0,1,1,1,0,1,0
4GCW,0,1,0,0,0,1,0
3TS0,0,1,0,1,0,1,0
5VZB,0,0,0,1,0,1,1
5O20,0,0,0,0,0,1,1
5MMJ,1,1,1,0,0,1,0
4OQ9,0,1,0,0,0,1,0
5HN2,1,1,0,0,0,1,1
3AVU,0,0,0,0,0,1,0
5Y87,1,1,0,1,0,1,0
3A6P,0,1,1,1,0,1,0
DRBB01,1,1,1,1,1,1,1
6YBW,0,1,0,0,0,1,0
5FKG,1,1,1,1,1,1,1
5DO4,0,1,0,0,0,0,1
3LRR,0,1,0,1,0,1,1
6SX0,0,1,0,1,0,1,1
5VO8,0,0,0,1,0,1,0
2UU9,1,1,1,1,1,1,0
1XPR,0,0,0,1,0,1,0
3SIU,0,1,0,0,0,1,0
5ZEI,1,1,1,1,1,1,1
6DO9,0,1,0,1,0,1,1
3DVV,1,1,1,1,1,1,1
7D8C,0,1,0,0,0,0,0
6IA2,1,1,0,0,0,1,1
3DIQ,1,1,1,1,0,1,1
5V9Z,1,0,0,1,0,1,0
1EXD,0,1,0,0,0,1,1
2B8R,1,1,0,0,0,1,0
4AY2,0,1,0,1,0,1,1
4JI7,1,1,1,1,1,1,0
1Z7F,1,1,0,0,0,1,0
5FW2,0,1,0,1,0,1,0
2OIH,1,1,0,0,0,1,0
4E58,1,1,0,0,0,1,1
2MS1,1,0,0,0,0,1,1
4QIK,0,1,0,0,0,0,0
2DR7,0,1,0,0,0,1,1
2RE8,0,1,1,1,0,1,1
3IVK,0,0,0,0,0,1,0
7C45,0,1,0,0,0,1,1
6PCR,1,1,1,0,0,1,0
5CD4,0,1,0,0,0,1,0
2YGH,1,1,1,1,1,1,1
6ZXF,0,1,0,1,0,1,0
6GZR,1,1,1,1,1,1,1
3SYW,1,1,0,0,0,1,1
2BCY,1,1,0,0,0,1,0
6KOQ,0,0,0,1,0,1,0
6C8K,1,0,0,0,0,1,0
4JI3,1,1,1,1,1,1,0
5VT0,0,0,0,0,0,1,0
6M7K,0,1,0,0,0,1,1
2VAL,1,1,0,0,0,1,1
4ZDP,0,1,0,0,0,1,0
3EPL,0,1,0,1,0,1,0
7L0Z,1,1,1,1,1,1,1
6ALG,0,0,0,1,0,1,0
6E82,1,1,1,1,1,1,1
1FUF,1,1,0,1,0,0,1
4JI2,1,1,1,1,1,1,0
5Z71,1,1,1,1,1,1,1
5JB2,0,1,0,1,0,1,0
4CXH,1,1,0,0,0,1,0
4TYY,0,1,0,1,0,1,0
3OV7,0,1,0,1,0,1,0
3GTJ,0,0,0,1,0,1,0
5FK5,1,1,1,1,1,1,1
3T1Y,1,1,1,1,1,1,0
4EN5,1,1,0,0,0,1,1
3S14,0,0,0,1,0,1,0
1YVP,0,1,0,0,0,1,0
3ZD6,0,1,0,0,0,1,1
3S2H,0,0,0,1,0,1,0
6SHB,0,1,0,1,0,1,0
4TS0,1,1,1,1,1,1,1
1KD1,1,1,0,0,0,1,0
7KEE,0,0,0,1,0,1,0
5UDJ,0,1,0,0,0,1,0
4N48,0,1,1,1,0,1,1
2JLY,0,0,0,1,0,1,1
6RT5,0,1,0,0,0,1,1
4DV4,1,1,1,1,1,1,0
3OIJ,0,1,1,1,0,1,1
2XC6,1,1,0,0,0,0,1
2G8K,0,1,0,1,0,1,1
6UQ1,0,0,0,1,0,1,0
1Y95,1,1,0,0,0,1,0
5H1L,0,1,0,0,0,1,1
3I5Y,0,1,0,1,0,0,0
6TNA,1,1,0,0,0,1,0
4CQN,0,1,1,1,0,1,0
4N0T,0,1,0,0,0,1,0
2VQF,1,1,1,1,1,1,0
6OVY,0,0,0,1,0,1,0
3G4M,1,1,1,0,0,1,0
3DIL,1,1,0,1,0,1,1
ARB004,1,1,0,0,0,1,1
4PQV,1,1,0,0,0,1,1
5M73,1,1,0,0,0,1,0
4LJ0,0,1,0,0,0,1,1
6C8N,1,0,0,1,0,1,0
7A9R,1,1,0,0,0,1,1
2OEU,1,1,0,1,0,0,1
1N7B,1,1,0,1,0,0,0
6IFY,0,1,0,0,0,1,0
3ICQ,0,1,0,1,0,1,0
6P71,0,0,0,1,0,1,0
2FCX,1,1,1,1,1,0,1
3OIN,0,1,1,1,0,1,1
6OZM,0,1,1,1,0,1,1
1MHK,1,1,0,0,0,1,1
6JXM,1,1,0,0,0,1,0
4KHY,0,0,0,1,0,1,0
5E3H,0,1,0,1,0,1,0
6OZI,0,1,1,1,0,1,1
3CCQ,1,1,0,0,0,1,0
4D25,0,1,0,1,0,1,1
5V6X,1,1,0,0,0,1,0
5OMW,0,1,1,1,0,1,0
5XC6,0,1,0,0,0,1,1
6DN2,1,0,0,1,0,1,1
1U0B,0,1,0,0,0,1,0
7AE3,0,0,0,1,0,1,0
6AR1,0,0,0,1,0,1,0
4X2B,0,0,0,0,0,1,1
4MSB,1,1,0,0,0,1,1
3DIZ,1,1,0,0,0,1,1
4OQ8,0,1,0,0,0,1,1
6T3K,1,1,0,1,0,1,0
5YTS,0,0,0,0,0,1,1
6TB7,1,1,0,1,0,1,1
6GML,0,0,0,1,0,1,0
7BL6,1,1,0,1,0,1,0
5H3U,0,1,0,0,0,1,0
6LTR,0,1,0,1,0,1,0
1I6U,0,1,0,0,0,0,0
3UCZ,1,1,0,0,0,1,1
4B5R,1,1,1,1,1,1,1
6Z6G,0,0,0,0,0,1,0
4Q5V,0,0,0,1,0,1,0
5VI5,0,0,0,1,0,1,0
2CV1,0,1,1,1,0,1,0
2DR9,0,1,0,0,0,1,1
3TWH,0,1,0,1,0,0,1
1KQS,1,1,0,0,0,1,0
2XB2,0,1,0,1,0,1,0
5IWA,1,1,1,1,1,1,0
7C07,0,1,0,0,0,1,0
5ZSM,0,1,1,1,0,1,1
4OOG,0,1,0,0,0,1,0
6YT9,1,1,0,0,0,1,0
3GS1,1,1,0,0,0,1,0
6IID,0,1,0,1,0,1,0
1C0O,1,1,0,0,0,1,1
3VNU,0,0,0,1,0,1,0
5ZWO,0,1,0,1,0,1,0
2YKG,0,1,0,0,0,1,1
3GS5,1,1,0,0,0,1,0
6IS0,0,0,0,1,0,1,0
1JJ2,1,1,0,0,0,1,0
3BNR,1,1,1,1,1,0,1
4V19,0,1,0,0,0,1,0
2DU3,0,1,1,0,0,1,0
4Y1N,1,1,0,0,0,1,0
1NJI,1,1,1,1,1,1,0
6N5O,1,1,1,1,1,1,0
1JO2,1,1,1,1,1,1,1
1LC4,1,1,1,1,1,1,1
1QC0,1,1,0,0,0,1,0
2L94,1,1,1,1,1,1,1
5UEG,1,0,0,0,0,1,0
3JAQ,0,1,1,1,0,1,0
3HOW,0,0,0,1,0,0,0
5F8J,0,0,0,0,0,1,1
6CC1,1,1,0,1,0,1,0
6DLR,1,1,1,1,1,1,0
4FTE,0,1,0,1,0,1,0
6ZYM,0,1,1,1,0,1,0
7LMB,0,0,0,1,0,1,0
1QF6,0,1,0,1,0,1,0
4NYC,1,1,1,0,0,1,1
2CD6,1,1,0,0,0,1,1
6EXN,0,1,1,1,0,1,0
5O60,1,1,0,0,0,1,0
4TZZ,1,1,0,0,0,0,0
6OZJ,0,1,1,1,0,1,1
6LTU,0,1,0,1,0,1,0
4ENC,1,1,0,0,0,1,1
2O3V,1,1,1,1,1,1,1
6Z9Q,0,0,0,1,0,1,0
3EOG,1,1,0,0,0,1,0
6DPK,0,1,0,1,0,1,1
6XQB,0,0,0,0,0,1,0
6C63,1,1,1,1,1,1,1
1PJG,1,1,0,1,0,1,1
4M30,0,1,0,0,0,1,0
2N3R,1,1,0,0,0,1,1
5LYU,1,0,0,0,0,1,1
4NYB,1,1,1,0,0,1,1
7A9P,1,1,0,0,0,1,1
3ERC,0,0,0,1,0,1,0
5K77,0,1,0,0,0,1,0
2ZH8,0,1,0,0,0,1,1
3UMY,0,1,0,0,0,1,1
4P9R,1,1,0,0,0,1,1
6FUW,0,1,0,0,0,1,0
6A5T,0,0,0,1,0,1,0
2Q2T,0,1,1,1,0,1,0
5SWE,1,1,1,0,0,1,1
6DVK,1,1,0,0,0,1,1
4ERJ,1,0,0,0,0,1,0
6B6H,0,0,0,1,0,1,0
3CC2,1,1,0,0,0,1,0
6LSG,0,0,0,0,0,1,1
6KQE,0,0,0,1,0,1,0
6DP0,0,1,0,1,0,1,1
6SX2,0,1,0,0,0,1,1
3GCA,1,1,1,0,0,1,1
6RI7,0,0,0,1,0,1,0
3F2Q,1,0,0,1,0,1,1
2JLZ,0,0,0,1,0,1,1
4Z4C,0,1,1,0,0,1,0
6O6C,0,0,0,1,0,1,0
6MFR,0,1,1,0,0,1,0
6P7Q,0,1,0,0,0,1,0
3IE1,0,1,1,0,0,1,0
4QK8,1,1,1,1,1,1,0
3UQ2,0,0,0,1,0,1,1
2PN3,1,1,0,0,0,0,1
6XH0,0,1,0,0,0,1,0
6D30,0,1,0,0,0,1,0
6RH3,0,0,0,1,0,1,0
2R22,1,1,0,0,0,1,1
6YRB,0,1,0,0,0,1,1
4JI4,1,1,1,1,1,1,0
3I2S,1,1,0,0,0,1,0
4ZLR,0,1,0,1,0,1,0
4XW7,1,1,1,1,1,1,0
4JZV,0,1,0,1,0,1,1
1EUY,0,1,1,1,0,1,1
5GXI,0,1,0,0,0,1,0
1WWF,0,1,0,0,0,1,1
3P4A,1,1,0,0,0,1,1
3LA5,1,1,1,0,0,1,1
3AVV,0,0,0,0,0,1,0
6WXX,0,1,0,0,0,1,0
2XZO,0,1,0,1,0,1,1
6M0V,0,1,0,1,0,1,0
5UH5,0,0,0,1,0,1,0
5VZE,0,0,0,1,0,1,1
3J16,0,1,0,1,0,0,0
2GDI,1,1,1,1,1,1,0
2OE8,1,1,1,1,1,1,1
1IBM,1,1,0,0,0,1,0
5JCF,0,0,0,1,0,1,0
6G99,0,1,0,0,0,1,1
5ZWN,0,1,0,0,0,1,0
3ZP8,1,1,0,1,0,1,1
6UQ3,0,0,0,1,0,1,0
6A5O,0,0,0,1,0,1,0
3MUM,1,1,1,1,1,1,1
1A34,0,1,0,0,0,1,1
5HKV,1,1,1,1,1,1,0
1GTR,0,1,0,1,0,1,1
5ZQ1,0,1,1,1,0,1,1
6VBW,0,1,0,1,0,1,0
5T8Y,0,1,1,0,0,0,1
3PU0,0,1,0,0,0,1,0
4IFD,0,1,0,0,0,1,0
7AE1,0,0,0,1,0,1,0
3AL0,0,1,1,1,0,1,0
3GTQ,0,0,0,1,0,1,0
6VWT,1,1,1,0,0,1,1
6OY7,0,0,0,1,0,1,0
2ZJR,1,1,0,0,0,1,0
5X2G,0,1,0,1,0,1,0
2BCZ,1,1,1,1,1,1,0
4U6K,1,1,0,0,0,1,0
5NRG,1,1,1,1,1,1,0
6RIN,0,0,0,1,0,1,0
4Q5S,0,0,0,1,0,1,0
3B5S,1,1,0,0,0,1,0
6P7P,0,1,0,0,0,1,0
1OND,1,1,1,0,0,1,0
3ZGZ,0,1,1,1,0,1,0
7D81,1,1,1,1,1,1,1
3F2Y,1,0,0,1,0,1,1
1TFW,0,1,0,1,0,1,0
2DRA,0,1,0,1,0,1,1
6Y0Y,1,1,0,0,0,1,1
1RGO,0,1,0,0,0,1,1
5LYV,1,0,0,0,0,1,1
6ZOK,1,1,0,0,0,1,0
5ZSD,0,1,1,1,0,1,0
6LLB,0,1,0,0,0,1,0
6CIH,1,1,0,0,0,1,0
6FHH,0,0,0,0,0,1,0
5NEO,1,1,0,0,0,0,1
7K98,0,1,1,1,0,1,0
4KHS,0,0,0,1,0,1,1
3EX7,0,1,0,1,0,1,0
1JZV,1,1,0,0,0,0,0
4FAQ,1,1,0,1,0,1,0
4X64,1,1,1,1,1,1,0
4P5J,1,1,0,1,0,1,0
1XPO,0,0,0,1,0,1,0
5J01,1,1,0,0,0,1,0
6YWO,0,0,0,0,0,0,0
3OVA,0,1,0,1,0,1,1
4DR2,1,1,1,1,1,1,0
6J4W,0,0,0,1,0,1,0
6H0R,1,1,0,0,0,1,1
7KRP,0,0,0,1,0,1,0
5EEX,0,0,0,0,0,1,1
4DV0,1,1,1,1,1,1,0
5OOL,0,1,1,0,0,1,0
6FLP,0,0,0,1,0,1,0
4X4N,0,1,1,1,1,1,0
4BBS,0,0,0,1,0,1,0
4ZNP,1,1,1,1,1,1,0
4WTM,0,0,0,1,0,1,0
3T3O,0,1,0,0,0,1,0
4Z0C,0,1,0,0,0,1,0
7MKO,0,0,0,1,0,1,0
6HMO,1,1,1,1,1,1,1
4B3M,1,1,1,0,0,1,0
6QCW,0,0,0,0,0,1,0
3I2U,1,1,0,0,0,1,0
3J7Y,0,1,1,0,0,1,0
5ELK,0,1,0,0,0,1,1
7KKV,1,1,0,1,0,1,0
5GAG,1,1,1,0,0,1,0
5W0M,0,1,0,0,0,1,0
6D3P,1,1,0,0,0,1,1
6FQL,0,1,0,0,0,1,0
5BS3,0,1,1,1,0,1,0
1LVJ,1,1,1,1,1,1,1
3HXM,0,1,0,1,0,1,1
1X8W,1,1,0,0,0,1,0
5Z1I,1,1,1,1,1,1,1
6NQB,1,1,0,0,0,1,0
7L3R,1,1,0,0,0,1,1
1E8O,0,1,0,0,0,1,0
6C6K,0,1,0,0,0,1,0
1YN2,1,1,0,0,0,1,1
2TRA,1,1,0,1,0,1,1
4U3L,1,1,0,0,0,1,1
6DPP,0,1,0,1,0,1,1
7C7A,0,1,0,0,0,1,0
2OTJ,1,1,1,1,1,1,0
6LAX,1,1,1,1,1,0,0
5NZ6,1,1,0,0,0,0,1
4QCL,0,0,0,1,0,1,0
3NDB,0,1,0,0,0,1,0
6N6I,0,1,0,0,0,1,1
3K49,0,1,0,0,0,1,1
2Q66,0,0,0,1,0,1,1
6BBO,0,1,0,0,0,1,0
3RG5,1,1,0,0,0,1,1
7JL1,0,1,0,1,0,1,0
5VR4,1,1,0,0,0,1,1
2NRE,0,1,0,0,0,1,1
7EU9,0,1,0,1,0,0,0
6NY6,1,1,0,0,0,0,0
4GKJ,1,1,1,1,1,1,0
1ID9,1,1,0,0,0,1,1
1S72,1,1,0,0,0,1,0
6DCL,0,1,0,0,0,1,1
6CAQ,1,1,1,1,1,1,0
6B14,0,1,0,0,0,1,0
2F4U,1,1,1,1,1,1,1
5OA3,0,1,0,0,0,1,0
4YVK,0,1,1,1,0,1,1
6JJI,1,1,1,1,1,1,1
5FK4,1,1,1,1,1,1,1
3J80,0,1,0,0,0,1,0
5JB3,0,1,1,1,0,1,0
1J6S,1,1,0,0,0,0,1
6OGZ,0,0,0,1,0,1,0
1U6P,1,1,0,0,0,1,0
6N6J,0,1,0,0,0,1,1
4A3J,0,0,0,1,0,0,0
DRB005,1,1,1,1,1,1,1
7K9M,0,1,1,1,0,1,0
7D3J,0,1,0,1,0,1,0
2BX2,0,1,0,0,0,1,0
5AXW,0,1,0,1,0,1,0
4Z31,0,1,0,0,0,1,0
4GZZ,0,0,0,1,0,1,0
4NXH,1,1,0,0,0,1,1
7CXN,0,0,0,0,0,1,0
6DB8,0,1,1,1,1,1,0
6K4Q,0,1,0,1,0,1,0
1NBK,1,1,1,0,0,1,0
6RI9,0,0,0,1,0,1,0
2ET5,1,1,1,1,1,1,1
3R2D,0,0,0,0,0,1,1
3CC7,1,1,0,0,0,1,0
4FTS,0,1,0,1,0,1,0
4S20,0,0,0,1,0,1,0
5AY2,1,1,0,0,0,0,1
2VOP,0,1,0,0,0,1,1
5YLZ,0,1,1,1,0,1,0
2L1V,1,1,1,0,0,1,1
4BY7,0,0,0,1,0,0,0
3IAB,0,1,0,0,0,0,0
4JXX,0,1,0,1,0,1,1
4U3O,1,1,0,0,0,1,0
4TV0,1,1,0,0,0,0,1
3F2W,1,0,0,1,0,1,1
2KD4,1,1,1,1,1,1,1
5ZSN,0,1,1,1,0,1,1
4L8H,0,1,0,0,0,1,1
4CS1,1,1,0,0,0,1,0
5CKI,1,1,0,1,0,1,1
6H67,0,0,0,1,0,1,0
7K5I,0,1,0,0,0,1,0
5XYM,1,1,0,0,0,1,0
3OW2,1,1,1,0,0,1,0
5AXN,0,1,0,1,0,1,0
4W90,1,1,1,1,1,0,0
5EAQ,1,1,0,0,0,0,1
6S91,0,1,0,1,0,1,0
6KJ6,0,0,0,1,0,1,0
2GCS,1,1,0,0,0,1,0
6SZU,0,0,0,1,0,1,0
4WZQ,0,0,0,0,0,1,1
5H9F,0,1,0,1,0,1,0
6JDV,0,1,0,1,0,1,0
1YXP,1,1,0,0,0,0,0
6JFU,0,1,0,1,0,1,0
4E8K,1,1,0,1,0,1,0
5ZUU,0,1,0,1,0,1,1
1N8R,1,1,1,1,1,1,0
2BE0,1,1,1,0,0,1,1
5AXM,0,1,0,0,0,1,0
1J7T,1,1,1,1,1,1,0
6NOH,0,1,0,0,0,1,0
7BL4,1,1,0,1,0,1,0
5JC3,0,1,0,1,0,1,0
3SQX,0,1,0,1,0,1,0
5IY9,0,0,0,1,0,1,0
6A5R,0,0,0,1,0,1,0
4X4R,0,1,1,1,0,1,0
2R20,1,1,0,0,0,0,1
1I5L,0,1,1,1,0,1,0
4V1M,0,0,0,1,0,0,0
4OI0,0,1,1,1,0,1,1
6P19,0,0,0,1,0,1,0
2A2E,1,1,0,0,0,1,0
5IPM,0,0,0,1,0,1,0
4WB3,0,1,1,1,1,1,1
5Z58,0,1,1,1,0,1,0
3BNP,1,1,0,0,0,1,1
2GIC,0,1,0,0,0,1,0
6N6A,0,1,0,0,0,1,1
5FK6,1,1,1,1,1,1,1
2DQP,1,1,0,0,0,1,1
4RWO,0,1,0,1,0,1,1
5D0B,0,1,1,0,0,0,0
6N6K,0,1,0,0,0,1,1
4QG3,0,1,1,0,0,1,1
1ET4,1,1,1,0,0,1,0
5MQ0,0,1,1,1,0,1,0
3C5D,1,1,1,0,0,0,1
2KXM,1,1,1,1,1,1,1
3I4M,0,0,0,1,0,0,0
2R7X,0,0,0,1,0,1,0
6DP4,0,1,0,1,0,1,1
2GUN,1,1,0,1,0,0,1
6RFL,0,0,0,0,0,1,0
6J6Q,0,1,1,1,0,1,0
3KTV,1,1,0,1,0,1,0
4Y52,0,0,0,1,0,1,0
3FTM,1,1,0,0,0,1,0
1YZD,1,1,0,0,0,1,0
3IVN,1,1,0,0,0,1,1
4NYD,1,1,1,0,0,1,1
6JOO,0,1,0,1,0,0,1
4TZ6,0,1,0,1,0,1,0
3CCS,1,1,0,0,0,1,0
5GIN,0,1,1,1,0,1,0
3X1L,0,1,0,1,0,1,0
2ZH3,0,1,0,0,0,1,1
3S15,0,0,0,1,0,1,0
5GUH,0,1,0,0,0,1,0
5X22,0,0,0,1,0,1,0
5HC9,0,1,0,0,0,1,0
3HOU,0,0,0,1,0,0,0
3DJ0,1,1,1,0,0,1,1
6BSJ,0,1,1,1,0,1,0
6AAX,0,0,0,1,0,1,1
4W92,1,1,1,1,1,0,0
1S0V,0,0,0,1,0,1,0
5Y6Z,0,0,0,0,0,1,0
6QUL,1,1,1,1,1,1,0
5FJ0,1,1,0,0,0,1,0
4A93,0,0,0,1,0,0,0
4JF2,1,1,1,0,0,1,0
3HVR,0,1,0,1,0,1,0
5WS2,0,1,0,0,0,1,0
6WJS,1,1,0,0,0,1,1
4JRC,1,1,0,0,0,1,1
7M8C,0,0,0,1,0,1,0
357D,1,1,0,0,0,1,1
6QIV,1,1,1,1,1,1,1
5U3G,1,1,0,0,0,1,0
6GKM,0,1,0,1,0,1,0
4DV3,1,1,1,1,1,1,0
6NUE,0,1,0,1,0,1,0
4OQU,1,1,1,1,1,1,0
4QJD,1,1,0,0,0,1,0
5D5L,1,1,1,0,0,1,0
5JCH,0,0,0,1,0,1,0
5EW7,1,1,0,0,0,1,1
4DR6,1,1,1,1,1,1,0
7DID,0,1,0,0,0,1,1
5MWI,1,1,0,0,0,1,1
5WT1,0,1,1,1,0,1,0
4ARC,0,1,0,0,0,1,1
3KMS,0,0,0,0,0,1,1
2E9R,0,0,0,1,0,1,1
3Q3Z,1,1,1,1,1,1,1
2FCZ,1,1,1,1,1,0,1
2DR8,0,1,0,1,0,1,1
7M4U,1,1,1,1,1,1,0
6DPN,0,1,0,1,0,1,1
6LSE,0,0,0,0,0,1,1
4YVJ,0,1,1,1,0,1,1
1FMN,1,1,1,1,1,1,1
4RDX,0,1,0,1,0,1,0
2PXU,1,1,0,0,0,0,0
5JXS,0,0,0,0,0,1,1
DRD004,1,1,1,1,1,1,1
3OL6,0,0,0,0,0,1,0
3GVN,1,1,0,0,0,1,1
3KYL,0,0,0,1,0,1,1
3OL7,0,0,0,0,0,1,0
2NVQ,0,0,0,1,0,1,0
7O5H,1,1,0,0,0,1,0
2G8U,0,1,0,1,0,1,1
6Z9R,0,0,0,1,0,1,0
5A0V,0,1,1,1,0,1,0
2QBZ,1,1,0,0,0,1,0
2GRB,1,1,1,1,1,0,1
5J02,1,1,0,0,0,1,0
6ZMT,0,1,0,0,0,1,0
4DV2,1,1,1,1,1,1,0
5V0O,1,0,0,1,0,1,0
4UN3,0,1,0,1,0,1,0
7KGA,1,1,0,0,0,1,0
1ZH5,0,0,0,0,0,0,0
2PXK,1,1,0,0,0,0,0
5LJ5,0,1,1,1,0,1,0
3S1M,0,0,0,1,0,1,0
4YB1,1,1,1,1,1,1,0
7CXM,0,0,0,0,0,1,0
DRB007,1,1,1,1,1,1,1
2WNA,1,1,0,0,0,0,1
7A1G,0,1,0,1,0,0,0
1YIT,1,1,1,1,1,1,0
3DS7,1,1,1,1,1,1,1
2QUS,1,1,0,0,0,1,1
6DN1,1,0,0,1,0,1,0
3LWQ,0,1,0,0,0,1,0
6GKH,0,1,0,1,0,1,0
5DM7,1,1,1,1,1,1,0
364D,1,1,0,0,0,1,1
